	Sample ID (registered at the BioSamples ...)	Sample ID (registered at the European Nu...)	Basis	Campaign	Station	Device	Event	Date/Time	Latitude	Longitude	Env feature	Depth, nominal	Depth top [m]	Depth bot [m]	Fraction lower [µm]	Fraction upper [µm]	Sample material	Sample method	Sample label	MP biome	OS region	BG province	Sea ice conc [%]	Sea ice free period start DOY [day]	Sea Ice free period [days]	Sea ice free period end DOY [day]	Season (at the sampling location and ...)	Season (at the sampling location and ...).1	Moon phase nominal	Moon phase proportion	Time of day	SSD [min]	PAR day [mol quanta/m**2/day] (at the sampling location and ...)	PAR day [mol quanta/m**2/day] (calculated from AMODIS produc...)	PAR day [mol quanta/m**2/day] (Calculated from GlobColour pr...)	PAR day [mol quanta/m**2/day] (at the sampling location for ...)	SST grad h [°C/100 km] (calculated from AMODIS products)	Fe tot [µmol/l]	Fe std dev [±]	[NH4]+ [µmol/l]	[NH4]+ std dev [±]	[NO2]- [µmol/l]	[NO2]- std dev [±]	[NO3]- [µmol/l]	NO3 std dev [±]	SSfCDOM [ppb (QSE)]	SSChla [mg/m**3]	Chl a conc [mg/m**2]	Ssphi sat [%]	NPP C [mg/m**2/day] (Calculated using the Arctic-a...)	NPP C [mg/m**2/day] (calculated from VGPM products)	TSS [mg/l]	POC [µg/kg]	PIC [mol/m**3]	Bathy depth [m]	Latitude (of the closest geographic coo...)	Longitude (of the closest geographic coo...)	Distance [km]	SST grad h [°C/100 km] (at the sampling location and ...)	SSM index [1/s**2]	u [cm/s]	v [cm/s]	OW	MLE [1/day]	RT [days]	Latitude (of the continental shelf with...)	Longitude (of the continental shelf with...)	Age [days]	Latitude (of the geographic coordinate ...)	Longitude (of the geographic coordinate ...)	study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title	_merge
560																																																																							PRJEB4352	SAMEA2189655	ERS329502	ERX291740	ERR318599	408172.0	marine metagenome	unspecified	PAIRED	31864152.0	6882656832.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAVOSU_1_627DCAAXX	run_AHX_AAVOSU_1_627DCAAXX	2809749089;2873188744	ca65119734257508c8cec1369a483055;68022b65c2f1d392494fc2127a5c2bdd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318599/ERR318599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318599/ERR318599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_1_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_1_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_1_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_1_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318599	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318599		sample_AHX_408172_30DCM2GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
548																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291762	ERR318587	408172.0	marine metagenome	unspecified	PAIRED	11508001.0	2347632204.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_7_62J5HAAXX.M2T	run_AHX_ABFOSW_7_62J5HAAXX.M2T	933617215;1017451883	1535759ca92889cf2e65c942ae7764bb;cb22c8335e4039bfadec6c76a2231511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318587/ERR318587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318587/ERR318587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_7_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_7_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_7_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_7_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318587	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318587		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
557																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291763	ERR318596	408172.0	marine metagenome	unspecified	PAIRED	11338346.0	2313022584.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_8_62J5HAAXX.M2T	run_AHX_ABFOSW_8_62J5HAAXX.M2T	921594519;1001987861	b410f392161c4b75a9c1b6df5e42eaf4;c09205f9f403168515e5a70d49338d5b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318596/ERR318596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318596/ERR318596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_8_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_8_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_8_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_8_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318596	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318596		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
569																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291746	ERR318608	408172.0	marine metagenome	unspecified	PAIRED	11360882.0	2317619928.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_5_62J5HAAXX.M2T	run_AHX_ABFOSW_5_62J5HAAXX.M2T	940554541;1005861123	bcbd59474d5083c65d8003bd233cad9c;c94b7ff460d958afd8d80a2a71108949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318608/ERR318608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318608/ERR318608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_5_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_5_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_5_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_5_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318608	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318608		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
570																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291749	ERR318609	408172.0	marine metagenome	unspecified	PAIRED	11459493.0	2337736572.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_3_62J5HAAXX.M2T	run_AHX_ABFOSW_3_62J5HAAXX.M2T	953241355;1013637555	8a3cbac02d38008084126d3e71a9bd8a;c0dc2df82797c807f49cf4e72fb02832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318609/ERR318609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318609/ERR318609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_3_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_3_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_3_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_3_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318609	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318609		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
571																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291741	ERR318610	408172.0	marine metagenome	unspecified	PAIRED	11549121.0	2356020684.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_6_62J5HAAXX.M2T	run_AHX_ABFOSW_6_62J5HAAXX.M2T	943906328;1023529820	71ae653b4d026ac7fa8e5f1e227d7103;017fa662c822370f83c76b6c681dc339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318610/ERR318610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318610/ERR318610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_6_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_6_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_6_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_6_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318610	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318610		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
575																																																																							PRJEB4352	SAMEA2189654	ERS329501	ERX291739	ERR318614	408172.0	marine metagenome	unspecified	PAIRED	11299446.0	2305086984.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABFOSW_4_62J5HAAXX.M2T	run_AHX_ABFOSW_4_62J5HAAXX.M2T	940592165;996898234	3c0d7ddd8b360c05311107f4d09483b4;134c5042a1a1a3e39674ce549548787e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318614/ERR318614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318614/ERR318614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_4_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_4_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_4_1_62J5HAAXX.M2T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABFOSW_4_2_62J5HAAXX.M2T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318614	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318614		sample_AHX_408172_30SUR2SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
549																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291753	ERR318588	408172.0	marine metagenome	unspecified	PAIRED	9539127.0	1945981908.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_6_62J5HAAXX.M1G	run_AHX_ABBOSW_6_62J5HAAXX.M1G	814500761;865379415	451be3a02516b5e1a4d8fe4496906aa0;36afeb2b3e22b4adb25e072193f27819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318588/ERR318588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318588/ERR318588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_6_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_6_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_6_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_6_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318588	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318588		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
552																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291736	ERR318591	408172.0	marine metagenome	unspecified	PAIRED	9495896.0	1937162784.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_8_62J5HAAXX.M1G	run_AHX_ABBOSW_8_62J5HAAXX.M1G	800011095;858217554	14d04118249ce97bdcb5ca5ed64d3224;d35b1ea13a07e36419e1a07d63eb9878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318591/ERR318591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318591/ERR318591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_8_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_8_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_8_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_8_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318591	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318591		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
553																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291733	ERR318592	408172.0	marine metagenome	unspecified	PAIRED	9488492.0	1935652368.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_3_62J5HAAXX.M1G	run_AHX_ABBOSW_3_62J5HAAXX.M1G	824372471;858755968	cfaca1c04608029615ce734747bd40c9;086a7b15c4547dcf17017170d66d7d8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318592/ERR318592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318592/ERR318592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_3_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_3_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_3_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_3_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318592	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318592		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
567																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291754	ERR318606	408172.0	marine metagenome	unspecified	PAIRED	9488446.0	1935642984.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_7_62J5HAAXX.M1G	run_AHX_ABBOSW_7_62J5HAAXX.M1G	803719678;858879076	698a41f578c13a0b7aed67a4be326b1f;9b9db27495b2feb4178c16661ba9fbb8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318606/ERR318606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318606/ERR318606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_7_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_7_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_7_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_7_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318606	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318606		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
573																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291742	ERR318612	408172.0	marine metagenome	unspecified	PAIRED	9515077.0	1941075708.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_5_62J5HAAXX.M1G	run_AHX_ABBOSW_5_62J5HAAXX.M1G	815719668;861735651	3c2109e5a23f1dcc82f60e7260a43ce7;8e88f840771fefde88b8d025b132608b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318612/ERR318612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318612/ERR318612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_5_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_5_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_5_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_5_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318612	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318612		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
578																																																																							PRJEB4352	SAMEA2189652	ERS329499	ERX291756	ERR318617	408172.0	marine metagenome	unspecified	PAIRED	9060510.0	1848344040.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABBOSW_4_62J5HAAXX.M1G	run_AHX_ABBOSW_4_62J5HAAXX.M1G	788529246;819545270	f69cba9d7b7782546a2cf0a98111f5f1;f7c2212837891e7d06b84a450adc9416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318617/ERR318617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318617/ERR318617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_4_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_4_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_4_1_62J5HAAXX.M1G.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABBOSW_4_2_62J5HAAXX.M1G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318617	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318617		sample_AHX_408172_30DCM2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
550																																																																							PRJEB4352	SAMEA2189656	ERS329503	ERX291737	ERR318589	408172.0	marine metagenome	unspecified	PAIRED	37069846.0	8007086736.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABDOSU_7_627DCAAXX	run_AHX_ABDOSU_7_627DCAAXX	3221157412;3286421121	d86235d3cd3c552414381c1ef1a6578f;324dd636633c95af7badf68474b95601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318589/ERR318589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318589/ERR318589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_7_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_7_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_7_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_7_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318589	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318589		sample_AHX_408172_30SUR2MMQQ11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
563																																																																							PRJEB4352	SAMEA2189656	ERS329503	ERX291745	ERR318602	408172.0	marine metagenome	unspecified	PAIRED	36252276.0	7830491616.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABDOSU_8_627DCAAXX	run_AHX_ABDOSU_8_627DCAAXX	3174041845;3232577450	a9feae13c7d9a0c58d9ef546b3f3e70a;67084010ce39ac35f21581a6b08b1188	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318602/ERR318602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318602/ERR318602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_8_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_8_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_8_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABDOSU_8_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318602	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318602		sample_AHX_408172_30SUR2MMQQ11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
554																																																																							PRJEB4352	SAMEA2189664	ERS329511	ERX291732	ERR318593	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	29107642.0	6287250672.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AANOSU_5_62FGDAAXX	run_AHX_AANOSU_5_62FGDAAXX	2421537382;2499698632	f2348dfd0237b519e81bcd48cde13766;9c4448956051ebff9ce8c6680b47a96b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318593/ERR318593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318593/ERR318593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AANOSU_5_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AANOSU_5_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AANOSU_5_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AANOSU_5_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318593	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318593		sample_AHX_408172_23DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
